lambda_e,eta_r,sample_type,eta50,beta50,pf50,qservice_max_beta3
0.03463706563706564,0.44652509652509653,prior,0.5356180802160248,1.4479148678724645,0.07382043049975712,585.4767990594513
0.04075289575289576,0.19996138996138996,prior,0.29771790998129855,0.9592742458181155,0.16871030302050133,511.3530818239612
0.032343629343629346,0.15208494208494208,prior,0.3104369860645251,0.9871418001139259,0.1617865642310184,515.3160264412751
0.018200772200772205,0.38428571428571434,prior,0.6119906263024291,1.591725013200161,0.05572325274765927,609.2725660195069
0.016671814671814673,0.32204633204633204,prior,0.5948836337335834,1.5600066834382678,0.05937915090192236,603.9424568452612
0.030050193050193054,0.1832046332046332,prior,0.3538709551271353,1.0807160465994563,0.13991172145199454,528.8489601841784
0.019729729729729733,0.35555984555984554,prior,0.5772173813492107,1.5269562507661627,0.0633859452799555,598.4380963605333
0.04610424710424711,0.18081081081081082,prior,0.25752790879452897,0.8697766392247382,0.19221124012148422,498.83088698600534
0.01590733590733591,0.12096525096525096,prior,0.49520449233036323,1.3694325285355464,0.08543205602859538,572.8849402223906
0.030050193050193054,0.24783783783783783,prior,0.40411869032941,1.186027596022193,0.11780570083480846,544.5048923013447
0.05871814671814672,0.17602316602316603,prior,0.21710781744261196,0.7774713854717129,0.21844035513253401,486.2370018322197
0.028903474903474908,0.4584942084942085,prior,0.5743446402440782,1.5215531399519515,0.06406054332976918,597.5430223925007
0.04533976833976835,0.1855984555984556,prior,0.26480863479620603,0.8861552607466232,0.1877669341530429,501.099378323716
0.018200772200772205,0.29332046332046335,prior,0.5576396786890332,1.4899728381063337,0.06811568897049869,592.3381759835462
0.03693050193050194,0.13054054054054054,prior,0.2598385421998093,0.8749826628596372,0.1907916695439797,499.55082231433596
0.054513513513513516,0.2238996138996139,prior,0.2714605903465559,0.9010547202819417,0.1837796130479551,503.1719605828657
0.007115830115830116,0.1472972972972973,prior,0.7096858052535926,1.7677092303007065,0.038554763051558694,639.7119297774299
0.047250965250965254,0.2574131274131274,prior,0.32264090503985016,1.0136799051594032,0.15536775784157247,519.1184610439881
0.0678918918918919,0.2717760617760618,prior,0.2945332925514151,0.9522629268718944,0.17048182726259448,510.36083502715144
0.030814671814671818,0.15208494208494208,prior,0.3230174105656344,1.0144955431528937,0.15517317750242066,519.2357707083876
0.030050193050193054,0.10181467181467181,prior,0.29059602931686346,0.9435756987822297,0.17269325766560123,509.1340827033021
0.013996138996138996,0.424980694980695,prior,0.6857479023609145,1.725375415501928,0.04222991942879506,632.2534805317787
0.033490347490347495,0.2837451737451737,prior,0.40860039609521837,1.1952730215705758,0.1159901883852133,545.9012792420924
0.018583011583011587,0.20235521235521237,prior,0.49759191108905193,1.3741165731984841,0.08470274752959267,573.6287999380736
0.05604247104247105,0.42737451737451737,prior,0.4590879889364533,1.2978213856576764,0.09717435955669956,561.6319449745796
0.03540154440154441,0.3364092664092664,prior,0.4409159396523822,1.261245731301368,0.10361016342548662,555.969990881008
0.019729729729729733,0.3364092664092664,prior,0.5652077568460416,1.5043143359640836,0.0662502247602687,594.6961990348651
