time_year,scenario,CDR,cycles,R_env,qmax_over_qu,epsilon_p_raw,epsilon_p_eff,eta_eff,cb_eff,Delta_tan_phi_eff,Dcp,Dphip,qu,qu_no_cyclic_damage,FS,pf,beta,pf_life
5.0,C1,0.085,2000.0,1.0,0.6625,1.446150603355964e-06,1.446138984801948e-06,0.8324700177172,85.03704606803787,0.10268123949513881,0.9999884309550435,0.9999920462672147,933.3099388325736,933.3117333627807,0.9824315145606038,0.5598196147605495,-0.15051189032114506,0.7641333333333333
5.5,C1,0.09381677878438709,2000.0,1.0,0.6669083893921935,1.6752510203416023e-06,1.6752354289573112e-06,0.8243722540776766,84.08632072544762,0.1018314917530075,0.9999865982063731,0.9999907862475876,932.1388605159586,932.1409248174299,0.9811988005431144,0.5630620540155081,-0.15873724622250754,0.7641333333333333
6.0,C1,0.09926584774442732,2000.0,1.0,0.6696329238722136,2.1434664447306783e-06,2.1434409202247817e-06,0.8163870692387214,83.15002552895982,0.10099219836706678,0.9999828526196562,0.9999882111444278,930.9672166381054,930.9698393129554,0.9799654911980057,0.5663058963316701,-0.16697692227551614,0.7641333333333333
6.5,C1,0.09926584774442732,2000.0,1.0,0.6696329238722136,2.611681869119754e-06,2.6116439757006835e-06,0.8085128980785427,82.2280934355025,0.10016336758024673,0.9999791070664548,0.999985636061296,929.7959532404577,929.7991261920878,0.9787325823583766,0.5695483020558287,-0.17522429387136407,0.7641333333333333
7.0,C1,0.0938167787843871,2000.0,1.0,0.6669083893921935,2.840782286105393e-06,2.8407374529992868e-06,0.800748197234385,81.32045396038431,0.09934500472439971,0.9999772743586073,0.9999843760660634,928.6259734574444,928.6294001860556,0.9775010246920467,0.5727865511924692,-0.18347300564877894,0.7641333333333333
7.5,C1,0.08500000000000002,2000.0,1.0,0.6625,2.86654174640866e-06,2.866496096547433e-06,0.7930914448000254,80.4268565300963,0.09853696336886272,0.9999770682941632,0.9999842343957475,927.4578098519129,927.4612429239291,0.9762713787914873,0.5760189515966363,-0.19171928775031466,0.7641333333333333
8.0,C1,0.07618322121561291,2000.0,1.0,0.6580916106078064,2.86654174640866e-06,2.866496096547433e-06,0.7855411400274747,79.54696505158007,0.09773902300789356,0.9999770682941632,0.9999842343957475,926.2917959786678,926.2952043791626,0.9750439957670187,0.5792443644020147,-0.19996075881965564,0.7641333333333333
8.5,C1,0.07073415225557271,2000.0,1.0,0.6553670761277863,2.86654174640866e-06,2.866496096547433e-06,0.7780958030328262,78.68054754326889,0.09695104866156357,0.9999770682941632,0.9999842343957475,925.1284204594436,925.1318042559272,0.9738193899573091,0.5824612250538612,-0.20819392746421747,0.7641333333333333
9.0,C1,0.0707341522555727,2000.0,1.0,0.6553670761277863,2.86654174640866e-06,2.866496096547433e-06,0.770753974506194,77.82739221945191,0.0961729208337054,0.9999770682941632,0.9999842343957475,923.9681740477478,923.9715333177198,0.9725980779449976,0.5856679676074497,-0.2164152697012311,0.7641333333333333
9.5,C1,0.0761832212156129,2000.0,1.0,0.6580916106078064,2.86654174640866e-06,2.866496096547433e-06,0.7635142154256829,76.98729067758083,0.09540452142087437,0.9999770682941632,0.9999842343957475,922.811519830252,922.8148546606251,0.971380547189739,0.5888631079782649,-0.22462144040808457,0.7641333333333333
10.0,C1,0.08499999999999999,2000.0,1.0,0.6625,2.892301206711927e-06,2.8922547327314696e-06,0.7563751067753361,76.16002214986078,0.09464572028727287,0.9999768622298205,0.999984092725492,921.6588646989064,921.662204933521,0.9701672259988489,0.5920453233690824,-0.23280947734709437,0.7641333333333333
10.5,C1,0.0938167787843871,2000.0,1.0,0.6669083893921935,3.121401623697566e-06,3.1213474957214604e-06,0.7493352492670035,75.3452783061188,0.09389631067912828,0.9999750295318015,0.9999828327361326,920.5104170937665,920.5139955074093,0.9689583337829121,0.5952138449450666,-0.24097781612694938,0.7641333333333333
11.0,C1,0.0992658477444273,2000.0,1.0,0.6696329238722136,3.5896170480866412e-06,3.5895454637568934e-06,0.7423932630660761,74.5428431473299,0.09315616272486262,0.9999712840486008,0.9999802576948312,919.3665286458315,919.3706135959739,0.9677542406798226,0.5983675149794674,-0.24912386455483512,0.7641333333333333
11.5,C1,0.09926584774442732,2000.0,1.0,0.6696329238722136,4.057832472475717e-06,4.057740996050718e-06,0.735547787521035,73.75266681593403,0.09242528812624194,0.9999675385989143,0.9999776826735569,918.2278395601121,918.2324233293764,0.9665556205895917,0.6015043885077317,-0.25724295907819666,0.7641333333333333
12.0,C1,0.09381677878438711,2000.0,1.0,0.6669083893921935,4.286932889461357e-06,4.286830792233909e-06,0.7287974808967583,72.97469648211778,0.09170369602759754,0.9999657059417167,0.9999764227085914,917.0949599456364,917.0997667832177,0.9653631157322489,0.6046226141758937,-0.265330628521171,0.7641333333333333
12.5,C1,0.08500000000000002,2000.0,1.0,0.6625,4.312692349764624e-06,4.312589021883139e-06,0.722141020111538,72.20871773997388,0.09099125556087981,0.9999654998829677,0.9999762810416786,915.9681649752655,915.972964964513,0.9641770157634374,0.6077212728340717,-0.27338477583307746,0.7641333333333333
13.0,C1,0.07618322121561291,2000.0,1.0,0.6580916106078064,4.312692349764624e-06,4.312589021883139e-06,0.7155771004777501,71.45443914870367,0.09028776735089525,0.9999654998829677,0.9999762810416786,914.8475542892144,914.852318756455,0.962997425567594,0.6107999362114961,-0.28140455142949106,0.7641333333333333
13.5,C1,0.07073415225557271,2000.0,1.0,0.6553670761277863,4.312692349764624e-06,4.312589021883139e-06,0.7091044354461331,70.71166245585468,0.08959311087196137,0.9999654998829677,0.9999762810416786,913.7333806612812,913.7381098236613,0.9618246112224013,0.6138577632385925,-0.2893880044892617,0.7641333333333333
