time_year,scenario,S_chem,S_flow,S_WD,S_env,E_env,eta_eff,qu,FS,beta,pf,pf_life
7.25,A,1.0,1.0,1.0,1.0,7.25,0.7969064217551586,928.0450903632686,0.9768895688034407,-0.1875722689773103,0.5743940167452715,0.7660083333333333
7.5,A,1.0,1.0,1.0,1.0,7.5,0.7930914448000252,927.461242923929,0.9762749925515043,-0.19169503784837116,0.5760094534354319,0.7660083333333333
7.75,A,1.0,1.0,1.0,1.0,7.75,0.7893030794343509,926.8779256367743,0.9756609743544993,-0.1958166557245716,0.5776231634681206,0.7660083333333333
8.0,A,1.0,1.0,1.0,1.0,8.0,0.7855411400274745,926.2952043791626,0.9750475835570133,-0.1999366528812484,0.5792349378542269,0.7660083333333333
8.25,A,1.0,1.0,1.0,1.0,8.25,0.7818054422436126,925.7131431790235,0.9744348875568669,-0.20405457150480943,0.5808445729788683,0.7660083333333333
8.5,A,1.0,1.0,1.0,1.0,8.5,0.7780958030328261,925.1318042559272,0.9738229518483444,-0.20816996544252026,0.5824518705141782,0.7660083333333333
8.75,A,1.0,1.0,1.0,1.0,8.75,0.7744120406220516,924.5512480612878,0.9732118400645134,-0.21228239995764242,0.5840566373331714,0.7660083333333333
9.0,A,1.0,1.0,1.0,1.0,9.0,0.7707539745061939,923.9715333177197,0.9726016140186523,-0.21639145148982808,0.5856586854246686,0.7660083333333333
9.25,A,1.0,1.0,1.0,1.0,9.25,0.7671214254392813,923.3927170575683,0.9719923337448088,-0.22049670742058466,0.5872578318092311,0.7660083333333333
9.5,A,1.0,1.0,1.0,1.0,9.5,0.7635142154256828,922.8148546606251,0.9713840575375001,-0.2245977658437501,0.5888538984560989,0.7660083333333333
9.75,A,1.0,1.0,1.0,1.0,9.75,0.7599321677113859,922.237999891051,0.97077684199058,-0.2286942353408295,0.5904467122010995,0.7660083333333333
